motifs	cluster
T95R.1_filter38	232
T95R.1_filter39	1
T95R.1_filter4	139
T95R.1_filter40	302
T95R.1_filter41	183
T95R.1_filter42	229
T95R.1_filter43	61
T95R.1_filter44	161
T95R.1_filter45	29
T95R.1_filter46	46
T95R.1_filter47	276
T95R.1_filter48	266
T95R.1_filter49	225
T95R.1_filter5	140
T95R.1_filter50	248
T95R.1_filter51	40
T95R.1_filter52	308
T95R.1_filter53	35
T95R.1_filter54	87
T95R.1_filter55	145
T95R.1_filter56	118
T95R.1_filter57	45
T95R.1_filter58	295
T95R.1_filter59	318
T95R.1_filter6	250
T95R.1_filter60	1
T95R.1_filter61	18
T95R.1_filter62	257
T95R.1_filter63	323
T95R.1_filter64	222
T95R.1_filter65	9
T95R.1_filter66	124
T95R.1_filter67	42
T95R.1_filter68	74
T95R.1_filter69	21
T95R.1_filter7	321
T95R.1_filter70	181
T95R.1_filter71	165
T95R.1_filter72	318
T95R.1_filter73	17
T95R.1_filter74	254
T95R.1_filter75	12
T95R.1_filter76	111
T95R.1_filter77	2
T95R.1_filter78	321
T95R.1_filter79	7
T95R.1_filter8	233
T95R.1_filter80	179
T95R.1_filter81	273
T95R.1_filter82	57
T95R.1_filter83	247
T95R.1_filter84	226
T95R.1_filter85	235
T95R.1_filter86	277
T95R.1_filter87	273
T95R.1_filter88	82
T95R.1_filter89	300
T95R.1_filter9	291
T95R.1_filter90	143
T95R.1_filter91	292
T95R.1_filter92	165
T95R.1_filter93	121
T95R.1_filter94	47
T95R.1_filter95	319
T95R.1_filter96	101
T95R.1_filter97	154
T95R.1_filter98	282
T95R.1_filter99	49
WT.1_filter0	1
WT.1_filter1	323
WT.1_filter10	321
WT.1_filter100	215
WT.1_filter101	304
WT.1_filter102	155
WT.1_filter103	293
WT.1_filter104	128
WT.1_filter105	230
WT.1_filter106	136
WT.1_filter107	216
WT.1_filter108	25
WT.1_filter109	262
WT.1_filter11	36
WT.1_filter110	1
WT.1_filter111	33
WT.1_filter112	212
WT.1_filter113	31
WT.1_filter114	201
WT.1_filter115	28
WT.1_filter116	249
WT.1_filter117	149
WT.1_filter118	163
WT.1_filter119	106
WT.1_filter12	2
WT.1_filter120	316
WT.1_filter121	177
WT.1_filter122	19
WT.1_filter123	22
WT.1_filter124	31
WT.1_filter125	94
WT.1_filter126	184
WT.1_filter127	309
WT.1_filter13	103
WT.1_filter14	37
WT.1_filter15	208
WT.1_filter16	173
WT.1_filter17	16
WT.1_filter18	242
WT.1_filter19	258
WT.1_filter2	88
WT.1_filter20	208
WT.1_filter21	55
WT.1_filter22	253
WT.1_filter23	72
WT.1_filter24	160
WT.1_filter25	243
WT.1_filter26	63
WT.1_filter27	119
WT.1_filter28	237
WT.1_filter29	117
WT.1_filter3	231
WT.1_filter30	325
WT.1_filter31	16
WT.1_filter32	110
WT.1_filter33	298
WT.1_filter34	123
WT.1_filter35	223
WT.1_filter36	28
WT.1_filter37	141
WT.1_filter38	129
WT.1_filter39	127
WT.1_filter4	287
WT.1_filter40	195
WT.1_filter41	255
WT.1_filter42	130
WT.1_filter43	132
WT.1_filter44	217
WT.1_filter45	138
WT.1_filter46	251
WT.1_filter47	279
WT.1_filter48	221
WT.1_filter49	107
WT.1_filter5	97
WT.1_filter50	321
WT.1_filter51	207
WT.1_filter52	260
WT.1_filter53	288
WT.1_filter54	102
WT.1_filter55	15
WT.1_filter56	189
WT.1_filter57	112
WT.1_filter58	323
WT.1_filter59	2
WT.1_filter6	322
WT.1_filter60	227
WT.1_filter61	26
WT.1_filter62	9
WT.1_filter63	142
WT.1_filter64	86
WT.1_filter65	213
WT.1_filter66	134
WT.1_filter67	162
WT.1_filter68	286
WT.1_filter69	9
WT.1_filter7	99
WT.1_filter70	116
WT.1_filter71	318
WT.1_filter72	318
WT.1_filter73	307
WT.1_filter74	275
WT.1_filter75	306
WT.1_filter76	219
WT.1_filter77	325
WT.1_filter78	316
WT.1_filter79	314
WT.1_filter8	290
WT.1_filter80	138
WT.1_filter81	105
WT.1_filter82	245
WT.1_filter83	310
WT.1_filter84	150
WT.1_filter85	321
WT.1_filter86	30
WT.1_filter87	167
WT.1_filter88	37
WT.1_filter89	174
WT.1_filter9	148
WT.1_filter90	274
WT.1_filter91	9
WT.1_filter92	269
WT.1_filter93	164
WT.1_filter94	160
WT.1_filter95	92
WT.1_filter96	317
WT.1_filter97	27
WT.1_filter98	100
WT.1_filter99	5
